source_zip,filename,filename_pii,pdf_doi,pdf_title,text_layers
marine antifouling2.zip,#D2TB01851A.pdf,,10.1039/d2tb01851a,"This journal is © The Royal Society of Chemistry 2022 J. Mater. Chem. B, 2022, 10, 9295–9304 |  9295",1
marine antifouling2.zip,#degradable-vinyl-polymers-for-combating-marine-biofouling.pdf,,10.1021/acs.accounts.2c00187,Degradable Vinyl Polymers for Combating Marine Biofouling,1
marine antifouling2.zip,#Macromolecular Rapid Communications - 2016 - Dundua - Improved Antifouling Properties of Polydimethylsiloxane Films via.pdf,,10.1002/marc.201600473,Rapid Communications,1
marine antifouling2.zip,#Macromolecular Rapid Communications - 2017 - Galli - Amphiphilic Polymer Platforms  Surface Engineering of Films for Marine (1).pdf,,10.1002/marc.201600704,Rapid Communications,1
marine antifouling2.zip,#Macromolecular Rapid Communications - 2017 - Galli - Amphiphilic Polymer Platforms  Surface Engineering of Films for Marine.pdf,,10.1002/marc.201600704,Rapid Communications,1
marine antifouling2.zip,#pj2015137.pdf,,10.1038/pj.2015.137,Anti-fouling behavior of polymer brush immobilized,1
marine antifouling2.zip,#s10965-020-02054-z.pdf,,10.1007/s10965-020-02054-z,An overview of controlled-biocide-release coating based on polymer,1
marine antifouling2.zip,#s10965-022-03041-2.pdf,,10.1007/s10965-022-03041-2,Vol.:(0123456789)1 3,1
marine antifouling2.zip,#s11998-010-9307-9.pdf,,10.1007/s11998-010-9307-9,Waterborne polysiloxane–urethane–urea for potential,1
marine antifouling2.zip,#s11998-021-00526-5.pdf,,10.1007/s11998-,Integration of antifouling and foul-release moieties,1
marine antifouling2.zip,#s11998-021-00581-y.pdf,,10.1007/s11998-021-00581-y,Study on the acrylate coating with chemically bonded functional,1
marine antifouling2.zip,#综述1-s2.0-S0079670014000227-main.pdf,S0079670014000227,10.1016/j.progpolymsci.2014.02.002,Progress in Polymer Science 39 (2014) 1017–1042,1
marine antifouling2.zip,@1-s2.0-S0014305717308911-main.pdf,S0014305717308911,10.1016/j.eurpolymj.2017.09.019,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0014305718306694-main.pdf,S0014305718306694,10.1016/j.eurpolymj.2018.07.025,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0014305719301764-main.pdf,S0014305719301764,10.1016/j.eurpolymj.2019.05.002,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S001430572200533X-main.pdf,S001430572200533X,10.1016/j.eurpolymj.2022.111529,European Polymer Journal 179 (2022) 111529,1
marine antifouling2.zip,@1-s2.0-S0021979721023316-main.pdf,S0021979721023316,10.1016/j.jcis.2021.12.187,Synergistically Improved Antifouling Efﬁciency of a Bioinspired,1
marine antifouling2.zip,@1-s2.0-S0021979723000644-main.pdf,S0021979723000644,10.1016/j.jcis.2023.01.058,Surface hydrolysis-anchored eugenol self-polishing marine antifouling,1
marine antifouling2.zip,@1-s2.0-S0032386113003248-main.pdf,S0032386113003248,10.1016/j.polymer.2013.04.010,Effects of hydrolyzable comonomer and cross-linking on anti-biofouling,1
marine antifouling2.zip,@1-s2.0-S0032386116311089-main.pdf,S0032386116311089,10.1016/j.polymer.2016.12.021,PDMS-based ﬁlms containing surface-active amphiphilic block,1
marine antifouling2.zip,@1-s2.0-S0079670022000144-main.pdf,S0079670022000144,10.1016/j.progpolymsci.2022.101516,Progress in Polymer Science 127 (2022) 101516,1
marine antifouling2.zip,@1-s2.0-S0142941823001708-main.pdf,S0142941823001708,10.1016/j.polymertesting.2023.108090,Polymer Testing 124 (2023) 108090,1
marine antifouling2.zip,@1-s2.0-S0169433215006960-main.pdf,S0169433215006960,10.1016/j.apsusc.2015.03.101,Applied Surface Science 344 (2015) 17–26,1
marine antifouling2.zip,@1-s2.0-S0169433218323572-main.pdf,S0169433218323572,10.1016/j.apsusc.2018.08.214,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0254058420314620-main.pdf,S0254058420314620,10.1016/j.matchemphys.2020.124102,Materials Chemistry and Physics 261 (2021) 124102,1
marine antifouling2.zip,@1-s2.0-S0300944018305496-main.pdf,S0300944018305496,10.1016/j.porgcoat.2018.08.003,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0300944019311543-main.pdf,S0300944019311543,10.1016/j.porgcoat.2019.105510,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0300944019314511-main.pdf,S0300944019314511,10.1016/j.porgcoat.2019.105524,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0300944020311863-main.pdf,S0300944020311863,10.1016/j.porgcoat.2020.105975,Progress in Organic Coatings 150 (2021) 105975,1
marine antifouling2.zip,@1-s2.0-S0300944021000114-main.pdf,S0300944021000114,10.1016/j.porgcoat.2021.106141,Progress in Organic Coatings 153 (2021) 106141,1
marine antifouling2.zip,@1-s2.0-S0300944022005409-main.pdf,S0300944022005409,10.1016/j.porgcoat.2022.107243,Progress in Organic Coatings 174 (2023) 107243,1
marine antifouling2.zip,@1-s2.0-S0300944022006683-main.pdf,S0300944022006683,10.1016/j.porgcoat.2022.107371,Progress in Organic Coatings 175 (2023) 107371,1
marine antifouling2.zip,@1-s2.0-S0300944023005428-main.pdf,S0300944023005428,10.1016/j.porgcoat.2023.107946,Progress in Organic Coatings 186 (2024) 107946,1
marine antifouling2.zip,@1-s2.0-S0300944023007610-main.pdf,S0300944023007610,10.1016/j.porgcoat.2023.108165,Progress in Organic Coatings 187 (2024) 108165,1
marine antifouling2.zip,@1-s2.0-S030094402400153X-main.pdf,S030094402400153X,10.1016/j.porgcoat.2024.108361,Progress in Organic Coatings 190 (2024) 108361,1
marine antifouling2.zip,@1-s2.0-S0300944024002637-main.pdf,S0300944024002637,10.1016/j.porgcoat.2024.108471,Progress in Organic Coatings 192 (2024) 108471,1
marine antifouling2.zip,@1-s2.0-S0300944024005356-main.pdf,S0300944024005356,10.1016/j.porgcoat.2024.108743,MarinebiofoulingmitigationofPDMS-basednetworkcoatingwith,1
marine antifouling2.zip,@1-s2.0-S0300944025000876-main.pdf,S0300944025000876,10.1016/j.porgcoat.2025.109138,Schiff base modified polyurethane coating with enhanced mechanical,1
marine antifouling2.zip,@1-s2.0-S030094402500092X-main.pdf,S030094402500092X,10.1016/j.porgcoat.2025.109143,"Transparent, hydrophobic, self-polishing organosilicon-modified zinc",1
marine antifouling2.zip,@1-s2.0-S0300944025001924-main.pdf,S0300944025001924,10.1016/j.porgcoat.2025.109243,"Cationic, hydrolysable side-chain regulated self-renewal brush copolymers",1
marine antifouling2.zip,@1-s2.0-S0300944025003066-main.pdf,S0300944025003066,10.1016/j.porgcoat.2025.109357,Coral biomimetic PDMS marine antifouling coating based on the intrinsic,1
marine antifouling2.zip,@1-s2.0-S0300944025006502-main.pdf,S0300944025006502,10.1016/j.porgcoat.2025.109701,Antifouling behaviour of pH responsive amphiphilic smart coatings on the,1
marine antifouling2.zip,@1-s2.0-S0300944025006915-main.pdf,S0300944025006915,10.1016/j.porgcoat.2025.109742,Silicone based polyurea antifouling coatings modified by polyethylene,1
marine antifouling2.zip,@1-s2.0-S0927776511000695-main.pdf,S0927776511000695,10.1016/j.colsurfb.2011.02.007,Colloids and Surfaces B: Biointerfaces 85 (2011) 125–130,1
marine antifouling2.zip,@1-s2.0-S0927776519306629-main.pdf,S0927776519306629,10.1016/j.colsurfb.2019.110518,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S0927776522000753-main.pdf,S0927776522000753,10.1016/j.colsurfb.2022.112392,Colloids and Surfaces B: Biointerfaces 213 (2022) 112392,1
marine antifouling2.zip,@1-s2.0-S0927776522003551-main.pdf,S0927776522003551,10.1016/j.colsurfb.2022.112672,Colloids and Surfaces B: Biointerfaces 217 (2022) 112672,1
marine antifouling2.zip,@1-s2.0-S0927776524002212-main.pdf,S0927776524002212,10.1016/j.colsurfb.2024.113962,Colloids and Surfaces B: Biointerfaces 239 (2024) 113962,1
marine antifouling2.zip,@1-s2.0-S095965262303696X-main.pdf,S095965262303696X,10.1016/j.jclepro.2023.139538,0959-6526/© 2023 Elsevier Ltd. All rights reserved.,1
marine antifouling2.zip,@1-s2.0-S1004954122003512-main.pdf,S1004954122003512,10.1016/j.cjche.2022.09.004,Full Length Article,1
marine antifouling2.zip,@1-s2.0-S1381514821001668-main.pdf,S1381514821001668,10.1016/j.reactfunctpolym.2021.104974,Reactive and Functional Polymers 165 (2021) 104974,1
marine antifouling2.zip,@1-s2.0-S1385894719312823-main.pdf,S1385894719312823,10.1016/j.cej.2019.06.025,Contents lists available at ScienceDirect,1
marine antifouling2.zip,@1-s2.0-S1385894720337980-main.pdf,S1385894720337980,10.1016/j.cej.2020.127676,Chemical Engineering Journal 420 (2021) 127676,1
marine antifouling2.zip,@1-s2.0-S1385894720342509-main.pdf,S1385894720342509,10.1016/j.cej.2020.128134,Chemical Engineering Journal 409 (2021) 128134,1
marine antifouling2.zip,@1-s2.0-S1385894721040493-main.pdf,S1385894721040493,10.1016/j.cej.2021.132471,Chemical Engineering Journal 429 (2022) 132471,1
marine antifouling2.zip,@1-s2.0-S1385894722033617-main.pdf,S1385894722033617,10.1016/j.cej.2022.137875,Chemical Engineering Journal 449 (2022) 137875,1
marine antifouling2.zip,@1-s2.0-S1385894724014141-main.pdf,S1385894724014141,10.1016/j.cej.2024.149929,Chemical Engineering Journal 486 (2024) 149929,1
marine antifouling2.zip,@1-s2.0-S1385894724105487-main.pdf,S1385894724105487,10.1016/j.cej.2024.159057,A catfish Skin-inspired dual-antifouling epoxy thermoset as coatings for,1
marine antifouling2.zip,@1-s2.0-S138589472504015X-main.pdf,S138589472504015X,10.1016/j.cej.2025.163181,Engineered design of self-cleaning and antifouling organosilicon/,1
marine antifouling2.zip,@1-s2.0-S1385894725049228-main.pdf,S1385894725049228,10.1016/j.cej.2025.164087,Facile fabrication of polyacrylate-siloxane antifouling coatings with,1
marine antifouling2.zip,@1-s2.0-S1385894725051976-main.pdf,S1385894725051976,10.1016/j.cej.2025.164362,Nature-inspired silicone-polythiourethane coatings based on capsaicin,1
marine antifouling2.zip,@1-s2.0-S1385894725106712-main.pdf,S1385894725106712,10.1016/j.cej.2025.169828,Self-renewing zwitterionic silicone hybrid coatings with multi-modal,1
marine antifouling2.zip,@1-s2.0-S1742706116300733-main.pdf,S1742706116300733,10.1016/j.actbio.2016.02.030,Molecular level studies on interfacial hydration of zwitterionic,1
marine antifouling2.zip,@1-s2.0-S2352940725000307-main.pdf,S2352940725000307,10.1016/j.apmt.2025.102611,Robust non-sticky/sticky antifouling coating capable of temporal evolution,1
marine antifouling2.zip,@1-s2.0-S2468023026001148-main.pdf,S2468023026001148,10.1016/j.surfin.2026.108527,Self-healing and self-renewing low surface energy fluorescent antifouling,1
marine antifouling2.zip,@21.pdf,,10.1039/d0tb00886a,Materials for biology and medicine,1
marine antifouling2.zip,@24.pdf,,10.1002/adfm.202424994,RESEARCH ARTICLE,1
marine antifouling2.zip,@29.pdf,,10.1016/j.cej.2024.149959,Chemical Engineering Journal 485 (2024) 149959,1
marine antifouling2.zip,@coral-inspired-zinc-acrylate-polymer-utilizing-coumarin-as-the-fluorescent-unit-for-marine-antifouling.pdf,,10.1021/acs.biomac.4c01574,ZincAcrylatePolymerUtilizingCoumarinasthe,1
marine antifouling2.zip,@D0TB00886A.pdf,,10.1039/d0tb00886a,Materials for biology and medicine,1
marine antifouling2.zip,@d1cs00658d.pdf,,10.1039/d1cs00658d,"11668 |  Chem. Soc. Rev., 2021, 50, 11668–11683 This journal is © The Royal Society of Chemistry 2021",1
marine antifouling2.zip,@D2TB02522A.pdf,,10.1039/d2tb02522a,"2904 |  J. Mater. Chem. B, 2023, 11, 2904–2915 This journal is © The Royal Society of Chemistry 2023",1
marine antifouling2.zip,@formation-of-amphiphilic-zwitterionic-thin-poly(sbma-co-tfema)-brushes-on-solid-surfaces-for-marine-antifouling.pdf,,10.1021/acs.langmuir.3c03687,Formation of Amphiphilic Zwitterionic Thin Poly(SBMA-co-TFEMA),1
marine antifouling2.zip,@Functional polymer brushes via surface-initiated atom transfer radical graft polymerization for combating marine biofouling.pdf,,10.1080/08927014.2012.719895,The Journal of Bioadhesion and Bioﬁlm Research,1
marine antifouling2.zip,@highly-branched-copolymers-with-degradable-bridges-for-antifouling-coatings.pdf,,10.1021/acsami.9b22748,Highly Branched Copolymers with Degradable Bridges for,1
marine antifouling2.zip,@ijms-26-04118.pdf,,10.3390/ijms26094118,Academic Editor: Rosie Yagmur Yegin,1
marine antifouling2.zip,@J of Applied Polymer Sci - 2009 - Subramanyam - Synthesis  characterization  and evaluation of antifouling polymers of.pdf,,10.1002/app.29313,"Synthesis, Characterization, and Evaluation of",1
marine antifouling2.zip,@J of Applied Polymer Sci - 2014 - Zhan - Preparation  surface wetting properties  and protein adsorption resistance of.pdf,,10.1002/app.41167,"Preparation, Surface Wetting Properties, and Protein Adsorption",1
marine antifouling2.zip,@J of Applied Polymer Sci - 2016 - Chen - Poly propylene carbonate  polyurethane self‐polishing coating for marine.pdf,,10.1002/app.43667,Poly(propylene carbonate) polyurethane self-polishing,1
marine antifouling2.zip,@J of Applied Polymer Sci - 2016 - Wu - Highly efficient antifouling property based on self‐generating hydrogel layer of.pdf,,10.1002/app.44111,Highly efficient antifouling property based on self-generating,1
marine antifouling2.zip,@J of Applied Polymer Sci - 2025 - Zhou - Dopamine‐Assisted Rapid Construction of Zwitterionic Polymeric Coating for.pdf,,10.1002/app.58083,"1 of 13Journal of Applied Polymer Science, 2026; 143:e58083",1
marine antifouling2.zip,@Macromolecular Rapid Communications - 2019 - Schönemann - Synthesis of Novel Sulfobetaine Polymers with Differing Dipole.pdf,,10.1002/marc.201900447,"1900447 (1 of 7) © 2019 The Authors. Published by WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",1
marine antifouling2.zip,@Macromolecular Rapid Communications - 2021 - Schardt - Low Fouling Polysulfobetaines with Variable Hydrophobic Content.pdf,,10.1002/marc.202100589,RESEARCH ARTICLE,1
marine antifouling2.zip,@Marine antifouling performance of polymer coatings incorporating zwitterions.pdf,,10.1080/08927014.2017.1383983,The Journal of Bioadhesion and Bioﬁlm Research,1
marine antifouling2.zip,@marine-antifouling-coatings-based-on-durable-bottlebrush-polymers.pdf,,10.1021/acsami.2c06647,Marine Antifouling Coatings Based on Durable Bottlebrush,1
marine antifouling2.zip,@molecules-28-08040.pdf,,10.3390/molecules28248040,"Citation: Xu, K.; Xie, H.; Sun, C.;",1
marine antifouling2.zip,@nitroxide-containing-amphiphilic-random-terpolymers-for-marine-antifouling-and-fouling-release-coatings.pdf,,10.1021/acsami.2c23213,Nitroxide-ContainingAmphiphilicRandomTerpolymersforMarine,1
marine antifouling2.zip,@pj201577.pdf,,10.1038/pj.2015.77,ORIGINAL ARTICLE,1
marine antifouling2.zip,@Polymer Engineering   Sci - 2009 - Feng - Synthesis and antibiofouling properties of novel crosslinkable terpolymers.pdf,,10.1002/pen.21619,Synthesis and Antibiofouling Properties of Novel,1
marine antifouling2.zip,@polymers-13-03414-v2.pdf,,10.3390/polym13193414,Amphiphilic Polyphosphonate Copolymers as New Additives,1
marine antifouling2.zip,@polymers-14-04589.pdf,,10.3390/polym14214589,"Citation: Guazzelli, E.; Oliva, M.;",1
marine antifouling2.zip,@preparation-and-performance-of-caster-oil-polyurethane-marine-antifouling-coatings-with-acrylamide-quaternary-ammonium.pdf,,10.1021/acs.langmuir.4c04584,PreparationandPerformanceofCasterOilPolyurethaneMarine,1
marine antifouling2.zip,@s00289-018-2302-5.pdf,,10.1007/s00289-018-2302-5,Preparation of novel marine antifouling polyurethane,1
marine antifouling2.zip,@s11998-021-00561-2.pdf,,10.1007/s11998-,Amphiphilic marine coating systems of self-stratiﬁed,1
marine antifouling2.zip,@s11998-024-01023-1.pdf,,10.1007/s11998-,Comparison of zwitterions in amphiphilic PDMS-based,1
marine antifouling2.zip,@s11998-025-01163-y.pdf,,10.1007/s11998-025-01163-y,ORIGINAL RESEARCH,1
marine antifouling2.zip,@s41427-025-00606-7.pdf,,10.1038/s41427-025-00606-7,Jeong et al. NPG Asia Materials (2025) 17:24,1
marine antifouling2.zip,@s41598-020-67073-8.pdf,,10.1038/s41598-020-67073-8,1Scientific  RepoRtS  |        (2020) 10:10375  | https://doi.org/10.1038/s41598-020-67073-8,1
marine antifouling2.zip,@self-cross-linking-degradable-polymers-for-antifouling-coatings.pdf,,10.1021/acs.iecr.7b00557,Self-Cross-Linking Degradable Polymers for Antifouling Coatings,1
marine antifouling2.zip,@self-generating-and-self-renewing-zwitterionic-polymer-surfaces-for-marine-anti-biofouling.pdf,,10.1021/acsami.9b16775,Self-Generating and Self-Renewing Zwitterionic Polymer Surfaces,1
marine antifouling2.zip,@strategy-for-fabricating-degradable-low-surface-energy-cross-linked-networks-with-excellent-anti-fouling-properties.pdf,,10.1021/acsami.4c19192,Strategy for Fabricating Degradable Low-Surface-Energy Cross-,1
marine antifouling2.zip,@surface-enriched-amphiphilic-polysiloxane-coating-with-superior-antifouling-ability-and-strong-substrate-adhesion.pdf,,10.1021/acsapm.3c00199,Surface-Enriched Amphiphilic Polysiloxane Coating with Superior,1
marine antifouling2.zip,@synthesis-and-characterization-of-ultralow-fouling-poly(n-acryloyl-glycinamide)-brushes.pdf,,10.1021/acs.langmuir.7b03435,Synthesis and Characterization of Ultralow Fouling Poly( N‑acryloyl-,1
marine antifouling2.zip,！1-2-4-triazolo-quinazolinones-as-effective-antifoulants-molecular-design-synthesis-and-biological-evaluation.pdf,,10.1021/acs.langmuir.4c01393,"1,2,4-Triazolo-quinazolinones as Effective Antifoulants: Molecular",1
marine antifouling2.zip,！1-s2.0-S0014305719326035-main.pdf,S0014305719326035,10.1016/j.eurpolymj.2020.109536,Contents lists available at ScienceDirect,1
marine antifouling2.zip,！1-s2.0-S0025326X24013249-main.pdf,,10.1016/j.marpolbul.2024.117347,Developing a novel antibacterial coating system for marine corrosion and,1
marine antifouling2.zip,！1-s2.0-S0167577X20302019-main.pdf,,10.1016/j.matlet.2020.127496,Featured Letter,1
marine antifouling2.zip,！1-s2.0-S0169433222005864-main.pdf,S0169433222005864,10.1016/j.apsusc.2022.153019,Applied Surface Science 589 (2022) 153019,1
marine antifouling2.zip,！1-s2.0-S0169433225015764-main.pdf,S0169433225015764,10.1016/j.apsusc.2025.163861,Full Length Article,1
marine antifouling2.zip,！1-s2.0-S0300944020304239-main.pdf,S0300944020304239,10.1016/j.porgcoat.2020.105841,Contents lists available at ScienceDirect,1
marine antifouling2.zip,！1-s2.0-S0300944022005227-main.pdf,S0300944022005227,10.1016/j.porgcoat.2022.107225,Progress in Organic Coatings 173 (2022) 107225,1
marine antifouling2.zip,！1-s2.0-S0300944022006476-main.pdf,S0300944022006476,10.1016/j.porgcoat.2022.107350,Progress in Organic Coatings 175 (2023) 107350,1
marine antifouling2.zip,！1-s2.0-S0300944023004332-main.pdf,S0300944023004332,10.1016/j.porgcoat.2023.107837,Progress in Organic Coatings 184 (2023) 107837,1
marine antifouling2.zip,！1-s2.0-S0300944024006167-main.pdf,S0300944024006167,10.1016/j.porgcoat.2024.108824,Degradable polylactic acid-reinforced acrylate polymer coating for,1
marine antifouling2.zip,！1-s2.0-S0300944024006982-main.pdf,S0300944024006982,10.1016/j.porgcoat.2024.108906,Composite coatings based on silicone-modified polyurethane and marine,1
marine antifouling2.zip,！1-s2.0-S0300944024008257-main.pdf,S0300944024008257,10.1016/j.porgcoat.2024.109033,Fabrication of medetomidines/epoxy coatings for marine anticorrosion,1
marine antifouling2.zip,！1-s2.0-S0300944025001213-main.pdf,S0300944025001213,10.1016/j.porgcoat.2025.109172,Progress in Organic Coatings 203 (2025) 109172,1
marine antifouling2.zip,！1-s2.0-S1004954120306595-main.pdf,S1004954120306595,10.1016/j.cjche.2020.11.007,Synthesis and characterization of caprolactone based polyurethane with,1
marine antifouling2.zip,！1-s2.0-S1385894723015000-main.pdf,S1385894723015000,10.1016/j.cej.2023.142769,Chemical Engineering Journal 464 (2023) 142769,1
marine antifouling2.zip,！1-s2.0-S1385894724050575-main.pdf,S1385894724050575,10.1016/j.cej.2024.153568,Chemical Engineering Journal 495 (2024) 153568,1
marine antifouling2.zip,！1-s2.0-S1385894724056468-main.pdf,S1385894724056468,10.1016/j.cej.2024.154157,Revolutionizing marine Protection: Innovative designs for In-Situ,1
marine antifouling2.zip,！1-s2.0-S1385894724095081-main.pdf,S1385894724095081,10.1016/j.cej.2024.158017,Synthesis and marine antifouling properties of carbazole amide derivatives,1
marine antifouling2.zip,！a-new-sight-into-bio-based-polybenzoxazine-from-tunable-thermal-and-mechanical-properties-to-excellent-marine.pdf,,10.1021/acsomega.0c00025,A New Sight into Bio-Based Polybenzoxazine: From Tunable,1
marine antifouling2.zip,！a-paintable-scalable-and-durable-zwitterionic-hydrogel-coating-for-enhanced-marine-antifouling-applications.pdf,,10.1021/acs.langmuir.4c04595,"A Paintable, Scalable, and Durable Zwitterionic Hydrogel Coating",1
marine antifouling2.zip,！Adv Materials Inter - 2015 - Ma - Antifouling on Gecko s Feet Inspired Fibrillar Surfaces  Evolving from Land to Marine and.pdf,,10.1002/admi.201500257,"© 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim (1 of 12) 1500257wileyonlinelibrary.com",1
marine antifouling2.zip,！Advanced Materials - 2013 - Yang - Synergistic Prevention of Biofouling in Seawater Desalination by Zwitterionic Surfaces.pdf,,10.1002/adma.201304386,"© 2013 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim 1711",1
marine antifouling2.zip,！amphiphilic-balance-effect-of-the-hydrophilic-hydrophobic-ratio-on-fouling-release-surfaces.pdf,,10.1021/acs.langmuir.3c03478,AmphiphilicBalance:EffectoftheHydrophilic−HydrophobicRatio,1
marine antifouling2.zip,！amphiphilic-marine-antifouling-coatings-based-on-a-hydrophilic-polyvinylpyrrolidone-and-hydrophobic-fluorine-silicon.pdf,,10.1021/acs.langmuir.0c02329,Amphiphilic Marine Antifouling Coatings Based on a Hydrophilic,1
marine antifouling2.zip,！amphiphilic-marine-antifouling-coatings-based-on-zwitterion-modified-silicone-polymers.pdf,,10.1021/acs.langmuir.4c04332,AmphiphilicMarineAntifoulingCoatingsBasedonZwitterion-,1
marine antifouling2.zip,！amphiphilic-nitroxide-bearing-siloxane-based-block-copolymer-coatings-for-enhanced-marine-fouling-release.pdf,,10.1021/acsami.1c05266,Amphiphilic Nitroxide-Bearing Siloxane-Based Block Copolymer,1
marine antifouling2.zip,！Amphiphilic_Marine_Coatings_Sy.pdf,,,AMPHIPHILIC MARINE COATINGS SYSTEM OF SELF-LAYERED PDMS-PEG,1
marine antifouling2.zip,！antifouling-properties-of-poly(methyl-methacrylate)-films-grafted-with-poly(ethylene-glycol)-monoacrylate-immersed-in.pdf,,10.1021/la801814u,Antifouling Properties of Poly(methyl methacrylate) Films Grafted,1
marine antifouling2.zip,！antifouling-property-of-cu2o-free-self-polishing-antifouling-coatings-based-on-amide-derivatives-inspired-by-capsaicin.pdf,,10.1021/acs.langmuir.2c01503,Antifouling Property of Cu2O‑Free Self-Polishing Antifouling,1
marine antifouling2.zip,！bioinspired-silicone-epoxy-coatings-combining-cycloaliphatic-resins-and-tetrasulfide-bonds-for-enhanced-anticorrosion.pdf,,10.1021/acs.iecr.4c04473,BioinspiredSilicone-EpoxyCoatings:CombiningCycloaliphatic,1
marine antifouling2.zip,！biomimetic-anchors-for-antifouling-and-antibacterial-polymer-brushes-on-stainless-steel.pdf,,10.1021/la200620s,"Published: May 13, 2011",1
marine antifouling2.zip,！bit-triazine-acrylate-resins-as-high-performance-sustainable-coatings-for-marine-antifouling-applications.pdf,,10.1021/acsapm.5c01800,BIT-Triazine Acrylate Resins as High-Performance Sustainable,1
marine antifouling2.zip,！Bulletin Korean Chem Soc - 2016 - Kim - Marine Antifouling Surface Coatings Using Tannic Acid and Poly N‐vinylpyrrolidone.pdf,,10.1002/bkcs.10687,Marine Antifouling Surface Coatings Using Tannic Acid and,1
marine antifouling2.zip,！Bulletin Korean Chem Soc - 2026 - Han - Surface‐initiated ARGET ATRP of zwitterionic carboxybetaine methacryloyl.pdf,,10.1002/bkcs.70111,Surface-initiated ARGET ATRP of zwitterionic carboxybetaine,1
marine antifouling2.zip,！C3PY00009E.pdf,,10.1039/c3py00009e,Stainless steel surfaces with thiol-terminated,1
marine antifouling2.zip,！C6TB01642A.pdf,,10.1039/c6tb01642a,"This journal is© The Royal Society of Chemistry 2016 J. Mater. Chem. B, 2016, 4, 5747- -5754 | 5747",1
marine antifouling2.zip,！c7ta05241c.pdf,,10.1039/c7ta05241c,Self-repairing silicone coatings for marine anti-,1
marine antifouling2.zip,！cationic-copolymer-with-amphiphilic-side-chain-and-hydrophobic-siloxane-polycaprolactone-main-chain-for-marine.pdf,,10.1021/acs.langmuir.5c00179,CationicCopolymerwithAmphiphilicSideChainandHydrophobic,1
marine antifouling2.zip,！D1PY00810B.pdf,,10.1039/d1py00810b,"Cite this: Polym. Chem., 2021, 12,",1
marine antifouling2.zip,！Development_of_Polymeric_Coati.pdf,,,UNIVERSITY OF CALIFORNIA,1
marine antifouling2.zip,！Elastomeric fluorinated polyurethane coatings for nontoxic fouling control.pdf,,10.1080/0892701031000061741,ISSN: 0892-7014 (Print) 1029-2454 (Online) Journal homepage: www.tandfonline.com/journals/gbif20,1
marine antifouling2.zip,！environmentally-friendly-antifouling-coatings-based-on-biodegradable-polymer-and-natural-antifoulant.pdf,,10.1021/acssuschemeng.7b01385,Environmentally Friendly Antifouling Coatings Based on,1
marine antifouling2.zip,！facile-construction-of-robust-multilayered-peg-films-on-polydopamine-coated-solid-substrates-for-marine-antifouling.pdf,,10.1021/acsami.7b07199,Facile Construction of Robust Multilayered PEG Films on,1
marine antifouling2.zip,！fchem-13-1666881.pdf,,10.3389/fchem.2025.1666881,A wear-resistant coating with,1
marine antifouling2.zip,！Fluorine-free mixed amphiphilic polymers based on PDMS and PEG side chains for fouling release applications.pdf,,10.1080/08927014.2011.587662,The Journal of Bioadhesion and Bioﬁlm Research,1
marine antifouling2.zip,！from-the-nature-for-the-nature-an-eco-friendly-antifouling-coating-consisting-of-poly(lactic-acid)-based-polyurethane.pdf,,10.1021/acssuschemeng.9b06917,“From the Nature for the Nature ”: An Eco-Friendly Antifouling,1
marine antifouling2.zip,！hyperbranched-fluoropolymer-polydimethylsiloxane-poly(ethylene-glycol)-cross-linked-terpolymer-networks-designed-for.pdf,,10.1021/am505296n,Hyperbranched Fluoropolymer-Polydimethylsiloxane-Poly(ethylene,1
marine antifouling2.zip,！inhibition-of-marine-biofouling-by-use-of-degradable-and-hydrolyzable-silyl-acrylate-copolymer.pdf,,10.1021/acs.iecr.5b01819,Inhibition of Marine Biofouling by Use of Degradable and,1
marine antifouling2.zip,！investigation-of-n-substituted-morpholine-structures-in-an-amphiphilic-pdms-based-antifouling-and-fouling-release.pdf,,10.1021/acs.biomac.1c01474,Investigation of N ‑Substituted Morpholine Structures in an,1
marine antifouling2.zip,！J of Applied Polymer Sci - 2015 - Sun - Preparation and properties of crosslinked network coatings based on.pdf,,10.1002/app.41860,Preparation and properties of crosslinked network coatings based on,1
marine antifouling2.zip,！J of Applied Polymer Sci - 2024 - Cao - Synthesis and characterization of waterborne polyurethane‐based marine antifouling.pdf,,10.1002/app.56455,RESEARCH ARTICLE,1
marine antifouling2.zip,！J of Applied Polymer Sci - 2025 - Hu - Synthesis of E‐54‐Based Quaternary Ammonium Salt and Its Efficacy in Antifouling.pdf,,10.1002/app.57388,RESEARCH ARTICLE,1
